family,genus,species,taxonomic.rank,taxon,habitat,feeding.mode,tl,body.shape,fin.shape,AR,offspring.size,spawning.type,age.maturity,fecundity,length.infinity,growth.coefficient,length.max,age.max
Agonidae,,,F,Agonidae,demersal,,3.24,elongated,rounded,0.85,1.87,non-guarder,4.7,1873,19,0.46,20,7.0
Agonidae,,,F,Agonidae,demersal,,3.24,elongated,rounded,0.85,1.87,non-guarder,4.7,1873,19,0.46,20,7.0
Agonidae,,,F,Agonidae,demersal,,3.24,elongated,rounded,0.85,1.87,non-guarder,4.7,1873,19,0.46,20,7.0
Agonidae,,,F,Agonidae,demersal,,3.24,elongated,rounded,0.85,1.87,non-guarder,4.7,1873,19,0.46,23,7.0
Agonidae,,,F,Agonidae,demersal,,3.24,elongated,rounded,0.85,1.87,non-guarder,4.7,1873,16,0.33,20,7.0
Agonidae,,,F,Agonidae,demersal,,3.24,elongated,rounded,0.85,1.87,non-guarder,4.7,1873,15,0.47,26,7.0
Albulidae,Albula,vulpes,S,Albula vulpes,reef-associated,generalist,3.73,fusiform,lunate,2.41,1.82,non-guarder,2.9,1050000,79,0.25,70,20.0
Alepisauridae,Alepisaurus,brevirostris,S,Alepisaurus brevirostris,bathypelagic,generalist,3.81,elongated,forked,1.49,,non-guarder,,,,,96,
Alepisauridae,Alepisaurus,ferox,S,Alepisaurus ferox,bathypelagic,generalist,4.03,elongated,forked,1.61,,non-guarder,,,,,46,
Alepisauridae,Alepisaurus,ferox,S,Alepisaurus ferox,bathypelagic,generalist,4.03,elongated,forked,1.61,,non-guarder,,,,,46,
Alepisauridae,Alepisaurus,ferox,S,Alepisaurus ferox,bathypelagic,generalist,4.03,elongated,forked,1.61,,non-guarder,,,,,46,
Alepisauridae,Alepisaurus,ferox,S,Alepisaurus ferox,bathypelagic,generalist,4.03,elongated,forked,1.61,,non-guarder,,,,,46,
Alepisauridae,Alepisaurus,ferox,S,Alepisaurus ferox,bathypelagic,generalist,4.03,elongated,forked,1.61,,non-guarder,,,,,46,
Alepisauridae,Alepisaurus,ferox,S,Alepisaurus ferox,bathypelagic,generalist,4.03,elongated,forked,1.61,,non-guarder,,,,,46,
Alepisauridae,Alepisaurus,ferox,S,Alepisaurus ferox,bathypelagic,generalist,4.03,elongated,forked,1.61,,non-guarder,,,,,72,
Alepocephalidae,Alepocephalus,agassizii,S,Alepocephalus agassizii,bathydemersal,benthivorous,3.38,fusiform,forked,1.01,2.70,non-guarder,,3754,51,0.13,28,38.0
Alepocephalidae,Alepocephalus,agassizii,S,Alepocephalus agassizii,bathydemersal,benthivorous,3.38,fusiform,forked,1.01,2.70,non-guarder,,3754,51,0.13,28,38.0
Alepocephalidae,Alepocephalus,bairdii,S,Alepocephalus bairdii,bathydemersal,generalist,3.69,fusiform,forked,1.50,2.70,non-guarder,,3754,51,0.13,55,38.0
Alepocephalidae,Alepocephalus,bairdii,S,Alepocephalus bairdii,bathydemersal,generalist,3.69,fusiform,forked,1.50,2.70,non-guarder,,3754,51,0.13,93,38.0
Alepocephalidae,Alepocephalus,bairdii,S,Alepocephalus bairdii,bathydemersal,generalist,3.69,fusiform,forked,1.50,2.70,non-guarder,,3754,51,0.13,93,38.0
Alepocephalidae,Alepocephalus,tenebrosus,S,Alepocephalus tenebrosus,bathydemersal,benthivorous,3.50,fusiform,forked,1.30,2.70,non-guarder,,3754,64,0.30,61,38.0
Alepocephalidae,Alepocephalus,tenebrosus,S,Alepocephalus tenebrosus,bathydemersal,benthivorous,3.50,fusiform,forked,1.30,2.70,non-guarder,,3754,64,0.30,61,38.0
Alepocephalidae,Alepocephalus,tenebrosus,S,Alepocephalus tenebrosus,bathydemersal,benthivorous,3.50,fusiform,forked,1.30,2.70,non-guarder,,3754,64,0.30,61,38.0
Alepocephalidae,Alepocephalus,,G,Alepocephalus,bathydemersal,generalist,3.67,fusiform,forked,1.30,2.70,non-guarder,,3754,64,0.30,42,38.0
Alepocephalidae,Alepocephalus,,G,Alepocephalus,bathydemersal,generalist,3.67,fusiform,forked,1.30,2.70,non-guarder,,3754,51,0.13,42,38.0
Alepocephalidae,Bajacalifornia,burragei,S,Bajacalifornia burragei,bathypelagic,generalist,3.67,fusiform,forked,0.89,2.70,non-guarder,,3754,64,0.30,20,4.0
Alepocephalidae,Bajacalifornia,erimoensis,S,Bajacalifornia erimoensis,bathypelagic,generalist,3.67,fusiform,forked,0.89,2.70,non-guarder,,3754,64,0.30,23,4.0
Alepocephalidae,Bajacalifornia,megalops,S,Bajacalifornia megalops,bathypelagic,generalist,3.67,fusiform,forked,0.89,2.70,non-guarder,,3754,51,0.13,40,4.0
Alepocephalidae,Bajacalifornia,megalops,S,Bajacalifornia megalops,bathypelagic,generalist,3.67,fusiform,forked,0.89,2.70,non-guarder,,3754,51,0.13,40,4.0
Alepocephalidae,Bathytroctes,microlepis,S,Bathytroctes microlepis,bathypelagic,generalist,3.67,fusiform,truncate,1.64,2.70,non-guarder,,3754,51,0.13,32,4.0
Alepocephalidae,Conocara,salmoneum,S,Conocara salmoneum,bathypelagic,generalist,3.67,fusiform,truncate,0.88,2.70,non-guarder,,3754,51,0.13,73,4.0
Alepocephalidae,Rouleina,attrita,S,Rouleina attrita,bathypelagic,generalist,3.67,fusiform,truncate,1.35,2.70,non-guarder,,3754,51,0.13,48,4.0
Alepocephalidae,Rouleina,attrita,S,Rouleina attrita,bathypelagic,generalist,3.67,fusiform,truncate,1.35,2.70,non-guarder,,3754,51,0.13,48,4.0
Alepocephalidae,Rouleina,maderensis,S,Rouleina maderensis,bathypelagic,generalist,3.67,fusiform,truncate,1.08,2.70,non-guarder,,3754,51,0.13,32,4.0
Alepocephalidae,Rouleina,,G,Rouleina,bathypelagic,generalist,3.67,fusiform,truncate,1.21,2.70,non-guarder,,3754,51,0.13,29,4.0
Alepocephalidae,Talismania,bifurcata,S,Talismania bifurcata,bathydemersal,generalist,3.67,fusiform,forked,0.71,2.70,guarder,,3754,64,0.30,28,26.0
Alepocephalidae,Talismania,bifurcata,S,Talismania bifurcata,bathydemersal,generalist,3.67,fusiform,forked,0.71,2.70,guarder,,3754,64,0.30,28,26.0
Alepocephalidae,Talismania,bifurcata,S,Talismania bifurcata,bathydemersal,generalist,3.67,fusiform,forked,0.71,2.70,guarder,,3754,64,0.30,28,26.0
Alepocephalidae,Xenodermichthys,copei,S,Xenodermichthys copei,bathypelagic,generalist,3.19,elongated,forked,1.40,2.70,non-guarder,,3754,51,0.13,31,26.0
Alepocephalidae,Xenodermichthys,copei,S,Xenodermichthys copei,bathypelagic,generalist,3.19,elongated,forked,1.40,2.70,non-guarder,,3754,51,0.13,31,26.0
Alepocephalidae,Xenodermichthys,copei,S,Xenodermichthys copei,bathypelagic,generalist,3.19,elongated,forked,1.40,2.70,non-guarder,,3754,51,0.13,31,26.0
Alepocephalidae,Xenodermichthys,copei,S,Xenodermichthys copei,bathypelagic,generalist,3.19,elongated,forked,1.40,2.70,non-guarder,,3754,51,0.13,31,26.0
Alepocephalidae,Xenodermichthys,copei,S,Xenodermichthys copei,bathypelagic,generalist,3.19,elongated,forked,1.40,2.70,non-guarder,,3754,51,0.13,31,26.0
Alepocephalidae,,,F,Alepocephalidae,bathydemersal,generalist,3.67,fusiform,forked,1.19,2.70,non-guarder,,3754,64,0.30,20,30.5
Alepocephalidae,,,F,Alepocephalidae,bathydemersal,generalist,3.67,fusiform,forked,1.19,2.70,non-guarder,,3754,64,0.30,20,30.5
Alepocephalidae,,,F,Alepocephalidae,bathydemersal,generalist,3.67,fusiform,forked,1.19,2.70,non-guarder,,3754,51,0.13,20,30.5
Alepocephalidae,,,F,Alepocephalidae,bathydemersal,generalist,3.67,fusiform,forked,1.19,2.70,non-guarder,,3754,51,0.13,45,30.5
Alopiidae,Alopias,superciliosus,S,Alopias superciliosus,pelagic,piscivorous,4.51,fusiform,heterocercal,2.49,1400.00,bearer,11.7,3,404,0.09,480,25.0
Alopiidae,Alopias,superciliosus,S,Alopias superciliosus,pelagic,piscivorous,4.51,fusiform,heterocercal,2.49,1400.00,bearer,11.7,3,404,0.09,480,25.0
Alopiidae,Alopias,vulpinus,S,Alopias vulpinus,pelagic,generalist,4.50,fusiform,heterocercal,1.81,1360.00,bearer,5.1,3,558,0.11,480,38.0
Alopiidae,Alopias,vulpinus,S,Alopias vulpinus,pelagic,generalist,4.50,fusiform,heterocercal,1.81,1360.00,bearer,5.1,3,558,0.11,480,38.0
Alopiidae,Alopias,vulpinus,S,Alopias vulpinus,pelagic,generalist,4.50,fusiform,heterocercal,1.81,1360.00,bearer,5.1,3,558,0.11,480,38.0
Alopiidae,Alopias,vulpinus,S,Alopias vulpinus,pelagic,generalist,4.50,fusiform,heterocercal,1.81,1360.00,bearer,5.1,3,558,0.11,480,38.0
Alopiidae,Alopias,vulpinus,S,Alopias vulpinus,pelagic,generalist,4.50,fusiform,heterocercal,1.81,1360.00,bearer,5.1,3,558,0.11,480,38.0
Ammodytidae,Ammodytes,americanus,S,Ammodytes americanus,demersal,planktivorous,3.20,elongated,forked,1.45,0.94,non-guarder,2.3,10630,26,0.34,24,12.0
Ammodytidae,Ammodytes,dubius,S,Ammodytes dubius,demersal,benthivorous,3.20,elongated,forked,1.42,0.94,non-guarder,2.3,10630,26,0.34,37,9.0
Ammodytidae,Ammodytes,dubius,S,Ammodytes dubius,demersal,benthivorous,3.20,elongated,forked,1.42,0.94,non-guarder,2.3,10630,26,0.34,37,9.0
Ammodytidae,Ammodytes,dubius,S,Ammodytes dubius,demersal,benthivorous,3.20,elongated,forked,1.42,0.94,non-guarder,2.3,13133,20,0.38,37,9.0
Ammodytidae,Ammodytes,dubius,S,Ammodytes dubius,demersal,benthivorous,3.20,elongated,forked,1.42,0.94,non-guarder,2.3,10630,28,0.33,37,9.0
Ammodytidae,Ammodytes,dubius,S,Ammodytes dubius,demersal,benthivorous,3.20,elongated,forked,1.42,0.94,non-guarder,2.3,10630,26,0.34,37,9.0
Ammodytidae,Ammodytes,dubius,S,Ammodytes dubius,demersal,benthivorous,3.20,elongated,forked,1.42,0.94,non-guarder,3.2,10630,26,0.34,37,9.0
Ammodytidae,Ammodytes,hexapterus,S,Ammodytes hexapterus,benthopelagic,planktivorous,3.13,elongated,forked,1.35,0.94,non-guarder,2.5,10630,26,0.34,30,11.0
Ammodytidae,Ammodytes,hexapterus,S,Ammodytes hexapterus,benthopelagic,planktivorous,3.13,elongated,forked,1.35,0.94,non-guarder,2.5,10630,20,0.50,30,11.0
Ammodytidae,Ammodytes,hexapterus,S,Ammodytes hexapterus,benthopelagic,planktivorous,3.13,elongated,forked,1.35,0.94,non-guarder,2.5,10630,20,0.50,30,11.0
Ammodytidae,Ammodytes,hexapterus,S,Ammodytes hexapterus,benthopelagic,planktivorous,3.13,elongated,forked,1.35,0.94,non-guarder,2.5,10630,20,0.50,30,11.0
Ammodytidae,Ammodytes,hexapterus,S,Ammodytes hexapterus,benthopelagic,planktivorous,3.13,elongated,forked,1.35,0.94,non-guarder,2.5,10630,20,0.50,30,11.0
Ammodytidae,Ammodytes,hexapterus,S,Ammodytes hexapterus,benthopelagic,planktivorous,3.13,elongated,forked,1.35,0.94,non-guarder,2.5,12450,19,0.55,30,11.0
Ammodytidae,Ammodytes,hexapterus,S,Ammodytes hexapterus,benthopelagic,planktivorous,3.13,elongated,forked,1.35,0.94,non-guarder,2.5,10630,20,0.50,30,11.0
Ammodytidae,Ammodytes,hexapterus,S,Ammodytes hexapterus,benthopelagic,planktivorous,3.13,elongated,forked,1.35,0.94,non-guarder,2.5,10630,20,0.50,30,11.0
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,benthopelagic,planktivorous,2.71,elongated,forked,1.45,1.03,non-guarder,3.2,13133,25,0.16,21,10.0
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,benthopelagic,planktivorous,2.71,elongated,forked,1.45,1.03,non-guarder,3.2,13133,19,0.46,21,10.0
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,benthopelagic,planktivorous,2.71,elongated,forked,1.45,1.03,non-guarder,3.2,13133,19,0.38,19,10.0
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,benthopelagic,planktivorous,2.71,elongated,forked,1.45,1.03,non-guarder,3.2,13133,18,0.87,19,10.0
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,benthopelagic,planktivorous,2.71,elongated,forked,1.45,1.03,non-guarder,3.2,13133,16,0.63,21,10.0
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,benthopelagic,planktivorous,2.71,elongated,forked,1.45,1.03,non-guarder,3.2,13133,19,0.46,21,10.0
Ammodytidae,Ammodytes,marinus,S,Ammodytes marinus,benthopelagic,planktivorous,2.71,elongated,forked,1.45,1.03,non-guarder,3.2,13133,19,0.46,21,10.0
Ammodytidae,Ammodytes,tobianus,S,Ammodytes tobianus,demersal,planktivorous,3.08,elongated,forked,1.07,0.85,non-guarder,1.5,13133,20,0.65,20,7.0
Ammodytidae,Ammodytes,tobianus,S,Ammodytes tobianus,demersal,planktivorous,3.08,elongated,forked,1.07,0.85,non-guarder,1.5,13133,20,0.65,17,7.0
Ammodytidae,Ammodytes,tobianus,S,Ammodytes tobianus,demersal,planktivorous,3.08,elongated,forked,1.07,0.85,non-guarder,1.5,13133,20,0.64,20,7.0
Ammodytidae,Ammodytes,tobianus,S,Ammodytes tobianus,demersal,planktivorous,3.08,elongated,forked,1.07,0.85,non-guarder,1.5,13133,20,0.66,20,7.0
Ammodytidae,Ammodytes,tobianus,S,Ammodytes tobianus,demersal,planktivorous,3.08,elongated,forked,1.07,0.85,non-guarder,1.5,13133,20,0.65,20,7.0
Ammodytidae,Ammodytes,tobianus,S,Ammodytes tobianus,demersal,planktivorous,3.08,elongated,forked,1.07,0.85,non-guarder,1.5,13133,20,0.65,20,7.0
Ammodytidae,Ammodytes,,G,Ammodytes,benthopelagic,planktivorous,3.15,elongated,forked,1.45,0.94,non-guarder,2.3,10630,26,0.34,33,10.5
Ammodytidae,Ammodytes,,G,Ammodytes,benthopelagic,planktivorous,3.15,elongated,forked,1.45,0.94,non-guarder,3.2,12450,19,0.55,23,7.7
Ammodytidae,Ammodytes,,G,Ammodytes,benthopelagic,planktivorous,3.15,elongated,forked,1.45,0.94,non-guarder,3.2,12450,19,0.55,18,7.7
Ammodytidae,Ammodytes,,G,Ammodytes,benthopelagic,planktivorous,3.15,elongated,forked,1.45,0.94,non-guarder,3.2,12450,19,0.55,19,7.7
Ammodytidae,Gymnammodytes,semisquamatus,S,Gymnammodytes semisquamatus,demersal,planktivorous,2.68,elongated,forked,2.43,0.94,non-guarder,3.2,13133,19,0.38,30,9.5
Ammodytidae,Gymnammodytes,semisquamatus,S,Gymnammodytes semisquamatus,demersal,planktivorous,2.68,elongated,forked,2.43,0.94,non-guarder,3.2,13133,18,0.64,30,9.5
Ammodytidae,Gymnammodytes,semisquamatus,S,Gymnammodytes semisquamatus,demersal,planktivorous,2.68,elongated,forked,2.43,0.94,non-guarder,3.2,13133,20,0.53,30,9.5
Ammodytidae,Hyperoplus,immaculatus,S,Hyperoplus immaculatus,demersal,piscivorous,4.38,elongated,forked,1.68,0.94,non-guarder,2.0,13133,30,0.40,35,9.5
Ammodytidae,Hyperoplus,immaculatus,S,Hyperoplus immaculatus,demersal,piscivorous,4.38,elongated,forked,1.68,0.94,non-guarder,2.0,13133,30,0.40,35,9.5
Ammodytidae,Hyperoplus,immaculatus,S,Hyperoplus immaculatus,demersal,piscivorous,4.38,elongated,forked,1.68,0.94,non-guarder,2.0,13133,30,0.40,35,9.5
Ammodytidae,Hyperoplus,immaculatus,S,Hyperoplus immaculatus,demersal,piscivorous,4.38,elongated,forked,1.68,0.94,non-guarder,2.0,12450,30,0.40,35,9.5
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,demersal,generalist,3.98,elongated,forked,1.68,0.94,non-guarder,2.0,13133,30,0.40,40,9.5
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,demersal,generalist,3.98,elongated,forked,1.68,0.94,non-guarder,2.0,13133,30,0.40,40,9.5
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,demersal,generalist,3.98,elongated,forked,1.68,0.94,non-guarder,2.0,13133,30,0.40,40,9.5
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,demersal,generalist,3.98,elongated,forked,1.68,0.94,non-guarder,2.0,13133,30,0.40,40,9.5
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,demersal,generalist,3.98,elongated,forked,1.68,0.94,non-guarder,2.0,13133,30,0.40,40,9.5
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,demersal,generalist,3.98,elongated,forked,1.68,0.94,non-guarder,2.0,13133,30,0.40,40,9.5
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,demersal,generalist,3.98,elongated,forked,1.68,0.94,non-guarder,2.0,13133,30,0.40,40,9.5
Ammodytidae,Hyperoplus,,G,Hyperoplus,demersal,generalist,3.98,elongated,forked,1.68,0.94,non-guarder,2.0,12450,30,0.40,38,9.5
Ammodytidae,Hyperoplus,,G,Hyperoplus,demersal,generalist,3.98,elongated,forked,1.68,0.94,non-guarder,2.0,12450,30,0.40,38,9.5
Ammodytidae,,,F,Ammodytidae,demersal,generalist,3.32,elongated,forked,1.68,0.94,non-guarder,3.2,12450,20,0.53,23,9.5
Ammodytidae,,,F,Ammodytidae,demersal,generalist,3.32,elongated,forked,1.68,0.94,non-guarder,3.2,12450,20,0.53,21,9.5
Ammodytidae,,,F,Ammodytidae,demersal,generalist,3.32,elongated,forked,1.68,0.94,non-guarder,3.2,12450,20,0.53,18,9.5
Ammodytidae,,,F,Ammodytidae,demersal,generalist,3.32,elongated,forked,1.68,0.94,non-guarder,3.2,12450,20,0.53,19,9.5
Ammodytidae,,,F,Ammodytidae,demersal,generalist,3.32,elongated,forked,1.68,0.94,non-guarder,3.2,12450,20,0.53,21,9.5
Anacanthobatidae,Anacanthobatis,folirostris,S,Anacanthobatis folirostris,bathydemersal,generalist,3.82,flat,pointed,,,non-guarder,,,,,40,
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,benthopelagic,generalist,3.75,elongated,truncate,1.70,6.00,guarder,5.0,27000,156,0.09,150,16.0
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,benthopelagic,generalist,3.75,elongated,truncate,1.70,6.00,guarder,5.0,27000,156,0.09,150,16.0
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,benthopelagic,generalist,3.75,elongated,truncate,1.70,6.00,guarder,5.0,27000,156,0.09,150,16.0
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,benthopelagic,generalist,3.75,elongated,truncate,1.70,6.00,guarder,5.0,27000,156,0.09,150,16.0
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,benthopelagic,generalist,3.75,elongated,truncate,1.70,6.00,guarder,5.0,27000,156,0.09,150,16.0
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,benthopelagic,generalist,3.75,elongated,truncate,1.70,6.00,guarder,5.0,27000,156,0.09,150,16.0
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,benthopelagic,generalist,3.75,elongated,truncate,1.70,6.00,guarder,6.0,46500,162,0.08,162,16.0
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,benthopelagic,generalist,3.75,elongated,truncate,1.70,6.00,guarder,5.0,27000,150,0.10,150,16.0
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,benthopelagic,generalist,3.75,elongated,truncate,1.70,6.00,guarder,5.0,27000,156,0.09,150,16.0
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,benthopelagic,generalist,3.75,elongated,truncate,1.70,6.00,guarder,5.0,27000,156,0.09,150,16.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,131,0.08,152,22.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,131,0.08,152,22.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,131,0.08,152,22.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,131,0.08,152,22.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,131,0.08,152,22.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,131,0.08,152,22.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,guarder,9.0,12740,104,0.12,104,20.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,131,0.08,152,22.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,138,0.07,152,22.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,131,0.08,152,22.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,131,0.08,152,22.0
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,demersal,benthivorous,3.55,elongated,rounded,1.15,6.00,non-guarder,9.0,25000,131,0.08,152,22.0
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,demersal,benthivorous,3.62,elongated,truncate,1.32,3.35,guarder,8.0,19700,153,0.10,200,40.0
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,demersal,benthivorous,3.62,elongated,truncate,1.32,3.35,guarder,8.0,19700,153,0.10,200,40.0
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,demersal,benthivorous,3.62,elongated,truncate,1.32,3.35,guarder,8.0,19700,153,0.10,200,40.0
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,demersal,benthivorous,3.62,elongated,truncate,1.32,3.35,guarder,8.0,19700,153,0.10,200,40.0
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,demersal,benthivorous,3.62,elongated,truncate,1.32,3.35,guarder,8.0,19700,153,0.10,200,40.0
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,demersal,benthivorous,3.62,elongated,truncate,1.32,3.35,guarder,8.0,19700,153,0.10,180,40.0
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,demersal,benthivorous,3.62,elongated,truncate,1.32,3.35,guarder,7.0,19700,153,0.10,180,40.0
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,demersal,benthivorous,3.62,elongated,truncate,1.32,3.35,guarder,8.0,19700,153,0.10,180,40.0
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,demersal,benthivorous,3.62,elongated,truncate,1.32,3.35,guarder,8.0,19700,153,0.10,180,40.0
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,demersal,benthivorous,3.62,elongated,truncate,1.32,3.35,guarder,8.0,19700,153,0.10,180,40.0
Anarhichadidae,Anarhichas,orientalis,S,Anarhichas orientalis,demersal,benthivorous,3.80,elongated,rounded,1.28,4.68,non-guarder,8.0,19700,144,0.08,124,31.0
Anarhichadidae,Anarhichas,orientalis,S,Anarhichas orientalis,demersal,benthivorous,3.80,elongated,rounded,1.28,4.68,non-guarder,8.0,19700,144,0.08,124,31.0
Anarhichadidae,Anarrhichthys,ocellatus,S,Anarrhichthys ocellatus,demersal,benthivorous,3.51,elongated,pointed,1.34,4.68,non-guarder,7.0,19700,144,0.08,240,31.0
Anarhichadidae,Anarrhichthys,ocellatus,S,Anarrhichthys ocellatus,demersal,benthivorous,3.51,elongated,pointed,1.34,4.68,non-guarder,7.0,19700,144,0.08,240,31.0
Anarhichadidae,Anarrhichthys,ocellatus,S,Anarrhichthys ocellatus,demersal,benthivorous,3.51,elongated,pointed,1.34,4.68,non-guarder,7.0,19700,144,0.08,240,31.0
Anarhichadidae,Anarrhichthys,ocellatus,S,Anarrhichthys ocellatus,demersal,benthivorous,3.51,elongated,pointed,1.34,4.68,non-guarder,7.0,19700,144,0.08,240,31.0
Anarhichadidae,,,F,Anarhichadidae,demersal,,3.68,elongated,truncate,1.34,4.68,,8.0,19700,144,0.08,165,31.0
Anarhichadidae,,,F,Anarhichadidae,demersal,,3.68,elongated,truncate,1.34,4.68,,8.0,19700,144,0.08,165,31.0
Anarhichadidae,,,F,Anarhichadidae,demersal,,3.68,elongated,truncate,1.34,4.68,,8.0,19700,144,0.08,165,31.0
Anguillidae,Anguilla,anguilla,S,Anguilla anguilla,demersal,generalist,3.55,eel-like,pointed,,1.14,non-guarder,11.0,2500000,93,0.10,145,23.0
Anguillidae,Anguilla,anguilla,S,Anguilla anguilla,demersal,generalist,3.55,eel-like,pointed,,1.14,non-guarder,11.0,2500000,83,0.08,66,23.0
Anguillidae,Anguilla,anguilla,S,Anguilla anguilla,demersal,generalist,3.55,eel-like,pointed,,1.14,non-guarder,11.0,2500000,83,0.14,145,23.0
